"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"AMSOPO2"	"Neotoma"	2973	3874	"Amsoldingersee"	46.725	7.575	641	"Europe"	"Lake"	"Raw"	24	"AWI"	5	9594	19387	425.8	9793	"Lake surrounded by fields and meadows. Surrounding vegetation: agricultural landscape."	"1980-07-01 00:00:00"	"Lotter, A.F., 1985. Amsoldingersee-Late-Glacial and Holocene environments of a lake at the southern edge of the Swiss Plateau. Dissertationes Botanicae, 87, pp.185-208."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	340058.4	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"AMSOPO3"	"Neotoma"	2973	3875	"Amsoldingersee"	46.725	7.575	641	"Europe"	"Lake"	"Raw"	52	"AWI"	6	360	15763	302	15403	"Lake surrounded by fields and meadows. Surrounding vegetation: agricultural landscape."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4e+08	"GIS"	"l, GE, L2, Shape has DatasetID 3874"
"LegacyPollen_1.0"	"AMTKEL1"	"Neotoma"	2974	3876	"Amtkel 1"	43.28333	41.29167	1860	"Europe"	"Valley"	"Raw"	24	"AWI"	6	178	2573	104.1	2395	"Bottom of the trough valley on Amtkel mn. Physiography: toe of slope foot of morainic ridge. Surrounding vegetation: subalpine foot of morainic ridge."	"1985-08-01 00:00:00"	"Kvavadze, E.V. and Rukhadze, L.P., 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Scientific and Publishing Council of the Georgian SSR Academy of Sciences, p.136 (in Russian)."	NA	"Kvavadze, E.V., Rukhadze, L.P., Tretyak, P.R. and Petrenko, L.V., 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Abstract International Conference: The problems of the Holocene, p.56."	NA	"Kvavadze, E.V., Rukhadze, L.P., Tretyak, P.R. and Petrenko, L.V., 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, p.12."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Chenhzi: site description. Lake shapes: ? special type: valley?"
"LegacyPollen_1.0"	"AMTKEL3"	"Neotoma"	2976	3878	"Amtkel 3"	43.26667	41.29167	1860	"Europe"	"Alluvial/Fluvial"	"Raw"	8	"AWI"	4	259	2459	314.3	2200	"Slope of the old glacial trough. Physiography: depression between the morains. Surrounding vegetation: subalpine beech elfin woodland."	"1985-08-01 00:00:00"	"Kvavadze, E.V. and Rukhadze, L.P., 1989. Vegetation and climate of the Holocene of Abkhazia. Metsniereba, Tbilisi, Georgia. Scientific and Publishing Council of the Georgian SSR Academy of Sciences, p.136 (in Russian)."	NA	"Kvavadze, E.V., Rukhadze, L.P., Tretyak, P.R. and Petrenko, L.V., 1988. The late Holocene paleoecology in the mountains of Abkhazia. Metsniereba, Tbilisi, Georgia. Abstract International Conference: The problems of the Holocene, p.56."	NA	"Kvavadze, E.V., Rukhadze, L.P., Tretyak, P.R. and Petrenko, L.V., 1991. Palaeobotanical characterization of the high mountain profile in the Amtkel river headwatern (Western Georgia). Preprint. Tbilisi, p.12."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"ANFSHEIL"	"Neotoma"	2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	595	"Europe"	"Peat"	"Raw"	49	"AWI"	3	-20	13474	281.1	13494	"Eroding blanket bog. Physiography: watershed plateau. Surrounding vegetation: calluneto-Eriophoretum (McKean, 1962)."	"1966-06-01 00:00:00"	"Birks, H.H., 1975. Studies in the vegetational history of Scotland IV. Pine stumps in Scottish blanket peats. Philosophical Transactions of the Royal Society of London. B, Biological Sciences, 270(905), pp.181-226."	"https://doi.org/10.1098/rstb.1975.0007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"ANTU"	"Neotoma"	2979	3882	"Antu Sinijarv"	59.06	26.24	95	"Europe"	"Lake"	"Raw"	54	"AWI"	7	339	13255	243.7	12916	"Lake, spring-fed, closed, thin fen margi. Physiography: Near esker ridge on Pandivere uplands. Surrounding vegetation: Pine and Corylus, Betula and Alnus rare,."	"1988-06-01 00:00:00"	"Saarse, L. and Liiva, A., 1995. Geology of the Antu group of lakes. In Proceedings of the Estonian Academy of Sciences, Geology, 44, pp.119-132."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18905.74	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"AR1"	"Neotoma"	2980	3883	"Arkutino Lake"	42.32984	27.72455	0	"Europe"	"Lake"	"Raw"	51	"AWI"	4	71	7270	144	7199	"Lake."	"1980-05-01 00:00:00"	"Bozilova, E. and Beug, H.J., 1992. On the Holocene history of vegetation in SE Bulgaria (Lake Arkutino, Ropotamo region). Vegetation history and Archaeobotany, 1(1), pp.19-32."	"https://doi.org/10.1007/BF00190698"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45129.18	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"AR2"	"Neotoma"	2980	3884	"Arkutino Lake"	42.32984	27.72455	0	"Europe"	"Lake"	"Raw"	73	"AWI"	6	50	7733	106.7	7683	"Lake."	"1982-10-01 00:00:00"	"Bozilova, E. and Beug, H.J., 1992. On the Holocene history of vegetation in SE Bulgaria (Lake Arkutino, Ropotamo region). Vegetation history and Archaeobotany, 1(1), pp.19-32."	"https://doi.org/10.1007/BF00190698"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45097.04	"GIS"	"l, GE, L2, Shape has DatasetID 3883"
"LegacyPollen_1.0"	"ARONDE"	"Neotoma"	2983	3887	"Aronde"	49.4625	2.691111	85	"Europe"	"Peat"	"Raw"	43	"AWI"	3	658	11524	258.7	10866	"Bogs ans little lakes close to Aronde river. Physiography: valley of Aonde. Surrounding vegetation: cultivated fields, forest."	"1990-01-01 00:00:00"	"Gauthier, A., 1995. Resultats palynologiques de sequences holocenes du Bassin parisien: histoire de la vegetation et action de l'Homme. Palynosciences, 3, pp.3-17 (in French)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"paläo lake or bog? Not recognizable"
"LegacyPollen_1.0"	"ARS1"	"Neotoma"	2985	3889	"Lake Varna"	43.19554	27.82777	0	"Europe"	"Lake"	"Raw"	27	"AWI"	4	-37	9100	351.4	9137	"Lake connected with the Black sea. Surrounding vegetation: halophytic vegetation and Phragmites. From Wikipedia: \Until the 20th century, fresh water from the lake emptied into the Black Sea through the Devnya River, but following the construction of the modern Port of Varna East (and the subsequent draining of the river), a canal was dug through the strip of sand between the sea and the lake between 1906 and 1909, which led to the lake's level dropping by 1.40 m and the incursion of sea water into the lake, which became brackish.\\"\""	"1978-01-01 00:00:00"	"Bozilova, E. and Beug, H.J., 1994. Studies on the vegetation history of Lake Varna region, northern Black Sea coastal area of Bulgaria. Vegetation History and Archaeobotany, 3(3), pp.143-154."	"https://doi.org/10.1007/BF00202022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16072258	"Google Earth"	NA
"LegacyPollen_1.0"	"ASBOTOR"	"Neotoma"	2986	3890	"Asbotorpsjon"	58.40981	13.81996	280	"Europe"	"Lake"	"Raw"	35	"AWI"	9	9401	17161	228.2	7760	"Small lake."	"1976-01-01 00:00:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15328.33	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"ATW"	"Neotoma"	2988	3892	"Altenweiher"	48.01333	6.994444	926	"Europe"	"Lake"	"Raw"	113	"AWI"	8	133	16116	142.7	15983	"Lake sediment with Alnus peat on top. Physiography: cirque lake. Surrounding vegetation: montane forest."	"1974-01-01 00:00:00"	"de Valk, E.J., 1981. Late Holocene and present vegetation of the Kastelberg (Vosges, France). Doctoral dissertation. University of Utrecht, Utrecht, The Netherlands."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80584.02	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"ATXURI01"	"Neotoma"	2989	3893	"Atxuri"	43.25028	-1.55111	500	"Europe"	"Peat"	"Raw"	33	"AWI"	3	-33	6700	210.4	6733	"Peat bog. Physiography: top of Pena Plata. Surrounding vegetation: Pinus and Fagus forest."	NA	"Penalba, M.C., 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."	NA	"Penalba, M.C., 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology, 82, pp.815-832."	"https://doi.org/10.2307/2261446"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"AUNEAU"	"Neotoma"	2990	3894	"Auneau"	48.45611	1.793611	127	"Europe"	"Alluvial/Fluvial"	"Raw"	64	"AWI"	4	754	10345	152.2	9591	"Swamp. Physiography: alluvial valley. Surrounding vegetation: wet meadow."	"1995-06-01 00:00:00"	"Dubois, J.P., Richard, H. and Verjux, C., 2014. Auneau - Le Parc du Chateau. ADFI Archeologie de la France 067262, Ministere de la Culture et de la Communication, CNRS, Paris, France."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"BABOZ1"	"Neotoma"	2992	3896	"Babozero"	66.375	37.51667	138	"Europe"	"Lake"	"Raw"	10	"AWI"	3	506	12837	1370.1	12331	"Lake. Physiography: end moraine. Surrounding vegetation: Pinus-Picea-Betula forest."	"1992-08-01 00:00:00"	"Kremenetski, C.V. and Patyk-Kara, N.G., 1997. Holocene vegetation dynamics of the southeast Kola Peninsula, Russia. The Holocene, 7(4), pp.473-479."	"https://doi.org/10.1177/095968369700700409"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44854065	"GIS"	"Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake."
"LegacyPollen_1.0"	"BASVILLE"	"Neotoma"	2996	3900	"Basse-Ville"	47.18611	-1.85806	1	"Europe"	"Peat"	"Raw"	114	"AWI"	5	381	9063	76.8	8682	"Marsh. Physiography: alluvial plain. Surrounding vegetation: meadows."	"1982-01-01 00:00:00"	"Voeltzel, D., 1987. Recherches pollenanalytiques sur la vegetation holocene de la plaine alluviale de l'estuaire de la Loire et des coteaux environnants. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BEBR5"	"Neotoma"	2998	3902	"Bebrukas Lake"	54.08528	24.12111	149	"Europe"	"Lake"	"Raw"	50	"AWI"	14	90.5	14925	302.7	14834.5	"Bogged-up edge of the lake. Physiography: on the marginal morainic upland. Surrounding vegetation: broad-leaved Picea forests."	"1982-01-01 00:00:00"	"Kabailiene, M.K., 1986. Methods of pollen and spores analysis. In: Istoriya ozior v SSSR (pp.91-94). Tallin, Estonia (in Russian)."	NA	"Kabailiene, M.K., 1965. On the stratigraphy and palaeogeography of the Holocene in south-eastern Lithuania. Trudi Instituta geologiyi, Vilnius, 2, pp.302-335 (in Russian)."	NA	"Shulija, K.S., Lujanas, V.J., Kibilda, Z.A., Banys, J.J. and Genutiene, I.K., 1967. Stratigraphy and chronology of lacustrine and bog deposits of the Bebrukas lake hollow. Trudi Instituta Geologiyi, Vilnius, 5, pp.231-239 (in Russian)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"BELATE01"	"Neotoma"	3004	3910	"Puerto de Belate"	43.03333	-2.05	847	"Europe"	"Peat"	"Raw"	60	"AWI"	3	493	8346	133.1	7853	"Peat bog. Physiography: mountain pass. Surrounding vegetation: pasture and Fagus forest."	NA	"Penalba, M.C., 1989. Dynamique de vegetation Tardiglaciaire et Holocene du centre-nord de l'Espagne d'apres l'analyse pollinique. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."	NA	"Penalba, M.C., 1994. The history of the Holocene vegetation in northern Spain from pollen analysis. Journal of Ecology, 82, pp.815-832."	"https://doi.org/10.2307/2261446"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BELLE"	"Neotoma"	3006	3913	"Belle Lake"	52.18333	-7.03333	33	"Europe"	"Lake"	"Raw"	49	"AWI"	8	6118	14175	167.9	8057	"Marsh on infilled lake basin. Surrounding vegetation: pasture surrounds this Phragmites fen."	NA	"Craig, A.J., 1973. Studies on the ecological history of southeast Ireland, using pollen influx analysis and other methods. Doctoral dissertation. Trinity College, Dublin, Ireland."	NA	"Craig, A.J., 1978. Pollen percentage and influx analyses in south-east Ireland: a contribution to the ecological history of the late-glacial period. Journal of Ecology, 66, pp.297-324."	"https://doi.org/10.2307/2259194"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	314601	"GIS"	"Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake."
"LegacyPollen_1.0"	"BERGAKYL"	"Neotoma"	3009	3923	"Bergakyllen"	57.18367	16.14528	73	"Europe"	"Lake"	"Raw"	28	"AWI"	7	9658	14975	196.9	5317	"Large lake-considerable input from north. Physiography: hummocky morraine and exposed bedrock. Surrounding vegetation: mainly spruce and pine."	NA	"Svensson, N.O., 1989. Late Weichseian and early Holocene shore displacement in the central Baltic, based on stratigraphical and morphological records from eastern Smaland and Gotland, Sweden. Doctoral dissertation. Lund University, Lund, Sweden."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13e+08	"GIS"	"Chenhzi: site description. Lake shapes: l check in gis. It is definitely a lake."
"LegacyPollen_1.0"	"BESBOG"	"Neotoma"	3012	3926	"Besbog"	41.73302	23.52418	2240	"Europe"	"Lake"	"Raw"	30	"AWI"	3	115	11408	389.4	11293	"Glacial lake. Surrounding vegetation: subalpine herb vegetation, Pinus mugo tur."	"1987-01-01 00:00:00"	"Stefanova, I. and Bozilova, E., 1995. Studies on the Holocene history of vegetation in the Northern Pirin Mountains, southwestern Bulgaria. In: Advances in Holocene Palaeoecology in Bulgaria ed. by E. Bozilova and S. Tonkov (pp.9-31). Pensoft Publishers, Sofia - Moscow."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18803.87	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BEYSEHIR"	"Neotoma"	3013	3927	"Beysehir Golu I"	37.54167	31.5	1120	"Europe"	"Peat"	"Raw"	39	"AWI"	2	8	7422	195.1	7414	"Marsh. Physiography: along a syncline. Surrounding vegetation: Culture land."	"1970-06-01 00:00:00"	"van Zeist, W., Woldring, H. and Stapert, D., 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria, 17, pp.53-143."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BEZDON"	"Neotoma"	3014	3928	"Bezdonnoe"	62.03333	32.76667	123	"Europe"	"Peat"	"Raw"	53	"AWI"	4	238	11565	217.8	11327	"Drained mire. Physiography: rolling moraine. Surrounding vegetation: Pinus, Picea."	"1970-01-01 00:00:00"	"Elina, G.A., 1981. Printsipy i metody rekonstruktsii i kartirovaniya rastitelonosti golotsena [Principles and methods for reconstruction and mapping of Holocene vegetation]. Nauka, Leningrad, Russia (in Russian)."	NA	"Elina, G.A. and Filimonova, L.V., 1996. Russian Karelia. In: Palaeoecological events during the last 15,000 years: regional syntheses of palaeoecological studies of lakes and mires Europe (pp.353-366). J Wiley & Sons, Chichester, UK."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BIOT"	"Neotoma"	3016	3930	"Biot"	43.8	7.1	863	"Europe"	"Alluvial/Fluvial"	"Raw"	92	"AWI"	6	5328	13517	90	8189	"Plain sediment in Brague river. Physiography: Plateau. Surrounding vegetation: Quercus pubescens, Quercus suber, Quercus ilex."	"1995-01-01 00:00:00"	"Nicol-Pichard, S. and Dubar, M., 1998. Reconstruction of late-glacial and holocene environments in southeast France based on the study of a 66-m long core from Biot, Alpes Maritimes. Vegetation History and Archaeobotany, 7(1), pp.11-15."	"https://doi.org/10.1007/BF01393413"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"BJARHG"	"Neotoma"	3017	3931	"Bjarsjoholmssjon"	55.45396	13.78026	50	"Europe"	"Lake"	"Raw"	118	"AWI"	12	116	7445	62.6	7329	"Overgrown ancient lake, pasture land. Physiography: hummocky dead-ice tills. Surrounding vegetation: Fagus forests, pasture land."	"1986-08-01 00:00:00"	"Goransson, H., 1991. Vegetation and man around Lake Bjarsjoholmssjon during prehistoric time. Lundqua Report 31."	NA	"Berglund, B.E., Gaillard-Lemdahl, M.J. and Goransson, H., 1991. The Bjaresjo area. In: The cultural landscape during 6000 years in southern Sweden - the Ystad project ed. by B.E. Berglund (pp.167-174). Ecological Bulletins 41."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"hard to estimate dried up lake shape from topography"
"LegacyPollen_1.0"	"BJARSJON"	"Neotoma"	3018	3932	"Bjarsjon"	58.33456	13.65607	255	"Europe"	"Lake"	"Raw"	50	"AWI"	7	10673	14124	70.4	3451	"A small lake. Physiography: on a plateau mountain. Surrounding vegetation: coniferous forest."	"1976-01-01 00:00:00"	"Bjorck, S. and Digerfeldt, G., 1986. Late Weichselian-Early Holocene shore displacement west of Mt. Billingen, within the Middle Swedish end-moraine zone. Boreas, 15(1), pp.1-18."	"https://doi.org/10.1111/j.1502-3885.1986.tb00734.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	158581.1	"GIS"	"l, GE, L2, modified LW shape"
"LegacyPollen_1.0"	"BJORKSJO"	"Neotoma"	3020	3934	"Bjorksjodamm"	57.709	12.34641	87	"Europe"	"Peat"	"Raw"	38	"AWI"	6	10649	14845	113.4	4196	"Bog pool, lake previously much bigger. Physiography: in a small valley surrounded by slopes. Surrounding vegetation: forests with pine and spruce."	"1975-03-01 00:00:00"	"Hillden, A., 1979. Deglaciationen i trakten av Berghemsmoranen oster om Goteborg. University of Lund, Department of Quaternary Geology. Thesis 6, Lund, Sweden (in Swedish)."	NA	"Bjorck, S. and Hakansson, S., 1982. Rediocarbon dates from Late Weichselian lake sediments in south Sewden as a basis for chronostratigraphic subdivision. Boreas, 11(2), pp.141-150."	"https://doi.org/10.1111/j.1502-3885.1982.tb00531.x"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BLATO1"	"Neotoma"	3021	3935	"Blato"	49.04174	15.19097	645	"Europe"	"Peat"	"Raw"	60	"AWI"	3	-13	13309	225.8	13322	"After deep drainage quite mineral peat. Physiography: broad flat closure of a brook valley. Surrounding vegetation: present: secondary spruce plantations."	"1958-10-01 00:00:00"	"Rybnickova, E., 1974. Die Entwicklung der Vegetation und Flora im sudlichen Teil der Bohmisch-mahrischen Hohe wahrend des Spatglazials und Holozans. Vegetace CSSR, A7. Academia, Praha (in German)."	NA	"Rybnicek, K. and Rybnickova, E., 1968. The history of flora and vegetation on the Blato mire in southeastern Bohemia, Czechoslovakia (Palaeoecological study). Folia geobotanica & phytotaxonomica, 3(2), pp.117-142."	"https://doi.org/10.1007/BF02854671"	"Rybnicek, K., 1970. Die Entwicklungsgeschichte der Walder auf der Bohmisch-Mahrischen Hohe im Spat-und Postglazial. Mitteilungen der Ostalpin-Dinarischen Sektion der Internationalen Vereinigung fur Vegetationskunde, Wien, 10(2), pp.64-68."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BLAVASS"	"Neotoma"	3022	3937	"Blavasstjonn"	64.9111	11.66065	92	"Europe"	"Lake"	"Raw"	37	"AWI"	4	514	10406	274.8	9892	"Lake with surrounding fen. Physiography: underlying bedrock (Amphibole/Gneiss). Surrounding vegetation: mixed pine/spruce forest/ombrogenic mire."	"1977-09-01 00:00:00"	"Ramfjord, H., 1982. On the late Weichselian and Flandrian shoreline displacement in Naeroy, Nord-Trondelag, Norway. Norsk Geologisk Tidsskrift, 62(3), pp.191-205."	NA	"Ramfjord, H., 1979. Vegetasjons -og klimahistorie gjennom de siste 9000 ar i Naeroy, Nord-Trondelag. Master's thesis. University of Trondheim, Trondheim, Norway."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Don't know which basin to choose"
"LegacyPollen_1.0"	"BLEDOWO3"	"Neotoma"	3023	3938	"Bledowo Lake"	52.54316	20.67577	78	"Europe"	"Lake"	"Raw"	294	"Neotoma_Giesecke et al. 2014 (MADCAP)"	4	156	13393	45.2	13237	"Lake with reedswamp zone. Physiography: pingo scar, erosion or dead ice kettle. Surrounding vegetation: grasslands, pine and mixed linden forest."	NA	"Binka, K., Ciesla, A., Lacka, B., Madeyska, T., Marciniak, B., Szeroczynska, K. and Wieckowski, K., 1991. The development of Bledowo Lake (central Poland) - A palaeoecological study. Studia Geologica Polonica, 100, pp.3-85."	NA	"Binka, K., Madeyska, T., Marciniak, B., Seroczynska, K. and Wieckowski, K., 1988. Bledowo Lake (central Poland): History of vegetation and lake development during the last 12 kyr. Bull. Acad. Polon. Sci. 36(2), pp.147-158."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90698.87	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BLKLOCH4"	"Neotoma"	3024	3940	"Black Loch"	56.32083	-3.19472	90	"Europe"	"Lake"	"Raw"	5	"AWI"	14	7064	7372	77	308	"Small lake with marginal Salix carr. Physiography: ice scoured hollow. Surrounding vegetation: Salix carr and agriculture."	NA	"Whittington, G., Edwards, K.J. and Cundill, P.R., 1991. Late-and post-glacial vegetational change at Black Loch, Fife, eastern Scotland-a multiple core approach. New Phytologist, 118(1), pp.147-166."	"https://doi.org/10.1111/j.1469-8137.1991.tb00575.x"	"Whittington, G., Cundill, P.R. and Edwards, K.J., 1990. Palaeoenvironmental investigations at Black Loch in the Ochil Hills of Fife, Scotland. O' Dell Memorial Monograph N 22, University of Aberdeen, Aberdeen, Scotland."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11403.97	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"BLOMOY"	"Neotoma"	3025	3941	"Blomoy"	60.53333	4.883333	36	"Europe"	"Peat"	"Raw"	18	"Neotoma_Giesecke et al. 2014 (MADCAP)"	4	3288	14242	644.4	10954	"Bog. Physiography: bedrock depression. Surrounding vegetation: heath."	"1968-01-01 00:00:00"	"Mangerud, J., 1970. Late Weichselian vegetation and ice-front oscillations in the Bergen district, western Norway. Norsk Geologisk Tidsskrift, 24, pp.121-148."	"https://doi.org/10.1080/00291957008551900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
