/* DATA DESCRIPTION:
Citation:	Sirocko, Frank; Knapp, Hannes; Dreher, Frank; Förster, Michael W; Albert, Johannes; Brunck, Heiko; Veres, Daniel; Dietrich, Stephan; Zech, Michael; Hambach, Ulrich; Röhner, Marieke; Rudert, Saskia; Schwiebus, Klaus; Adams, Christel; Sigl, Petra (2016): Dust record of sediment core DE3. PANGAEA, https://doi.org/10.1594/PANGAEA.868664, 
27.448	12
27.450	12
27.451	11
27.453	12
27.455	12
27.457	11
27.459	10
27.461	13
27.463	12
27.464	12
27.466	8
27.468	12
27.470	8
27.472	6
27.474	8
27.475	0
27.477	13
27.479	9
27.481	14
27.483	14
27.485	13
27.487	13
27.488	14
27.490	14
27.492	13
27.494	5
27.496	14
27.498	13
27.499	14
27.501	14
27.503	12
27.505	4
27.507	7
27.509	6
27.511	0
27.512	3
27.514	7
27.516	9
27.518	10
27.520	13
27.522	10
27.523	9
27.525	5
27.527	11
27.529	11
27.531	9
27.533	8
27.535	14
27.536	13
27.538	9
27.540	15
27.542	10
27.544	8
27.546	6
27.547	5
27.549	5
27.551	11
27.553	13
27.555	11
27.557	15
27.558	13
27.560	14
27.562	8
27.564	14
27.566	15
27.568	12
27.570	11
27.571	13
27.573	12
27.575	8
27.577	14
27.579	14
27.581	14
27.582	10
27.584	6
27.586	11
27.588	11
27.590	8
27.592	7
27.594	4
27.595	4
27.597	5
27.599	0
27.601	4
27.603	0
27.605	0
27.606	0
27.608	4
27.610	0
27.612	7
27.614	4
27.616	9
27.618	7
27.619	5
27.621	5
27.623	2
27.625	12
27.627	12
27.629	12
27.630	10
27.632	0
27.634	11
27.636	11
27.638	10
27.640	3
27.642	11
27.643	11
27.645	10
27.647	12
27.649	9
27.651	9
27.653	13
27.654	10
27.656	8
27.658	11
27.660	11
27.662	7
27.664	3
27.665	9
27.667	12
27.669	9
27.671	10
27.673	12
27.675	10
27.677	8
27.678	7
27.680	8
27.682	9
27.684	8
27.686	13
27.688	9
27.689	10
27.691	8
27.693	11
27.695	6
27.697	10
27.699	12
27.701	7
27.702	7
27.704	7
27.706	4
27.708	3
27.710	7
27.712	9
27.713	6
27.715	10
27.717	11
27.719	11
27.721	10
27.723	9
27.725	10
27.726	10
27.728	1
27.730	1
27.732	8
27.734	10
27.736	10
27.737	11
27.739	8
27.741	9
27.743	7
27.745	1
27.747	4
27.749	2
27.750	4
27.752	1
27.754	3
27.756	4
27.758	7
27.760	7
27.761	8
27.763	7
27.765	9
27.767	7
27.769	12
27.771	7
27.773	9
27.774	6
27.776	7
27.778	9
27.780	9
27.782	10
27.784	12
27.785	10
27.787	6
27.789	6
27.791	12
27.793	8
27.795	7
27.796	10
27.798	11
27.800	7
27.802	12
27.804	4
27.806	6
27.808	14
27.809	10
27.811	8
27.813	4
27.815	4
27.817	9
27.819	11
27.820	5
27.822	10
27.824	11
27.826	7
27.828	3
27.830	11
27.832	10
27.833	13
27.835	9
27.837	7
27.839	11
27.841	11
27.843	6
27.844	11
27.846	10
27.848	6
27.850	10
27.852	6
27.854	8
27.856	7
27.857	4
27.859	1
27.861	4
27.863	3
27.865	4
27.867	3
27.868	12
27.870	11
27.872	9
27.874	3
27.876	3
27.878	0
27.880	
27.881	
27.883	
27.885	
27.887	
27.889	
27.891	
27.892	
27.894	
27.947	
27.948	
27.949	
27.951	
27.952	
27.953	
27.954	
27.955	
27.957	
27.958	9
27.959	6
27.960	5
27.961	4
27.962	4
27.964	6
27.965	9
27.966	2
27.967	8
27.968	10
27.970	11
27.971	9
27.972	10
27.973	10
27.974	9
27.975	1
27.977	7
27.978	4
27.979	5
27.980	4
27.981	4
27.983	3
27.984	0
27.985	0
27.986	4
27.987	7
27.988	2
27.990	3
27.991	3
27.992	7
27.993	4
27.994	4
27.996	3
27.997	4
27.998	4
27.999	5
28.000	3
28.001	5
28.003	1
28.004	1
28.005	4
28.006	2
28.007	12
28.009	5
28.010	2
28.011	6
28.012	11
28.013	9
28.014	4
28.016	8
28.017	0
28.018	7
28.019	12
28.020	11
28.022	13
28.023	7
28.024	4
28.025	0
28.026	11
28.027	4
28.029	
28.030	
28.031	
28.032	
28.033	
28.035	
28.036	
28.037	
28.038	
28.042	
28.043	
28.044	
28.045	
28.046	
28.048	
28.049	
28.050	
28.051	
28.052	9
28.053	11
28.055	9
28.056	6
28.057	4
28.058	7
28.059	10
28.061	11
28.062	12
28.063	11
28.064	12
28.065	12
28.066	6
28.068	5
28.069	10
28.070	12
28.071	8
28.072	6
28.074	10
28.075	8
28.076	1
28.077	8
28.078	3
28.079	10
28.081	8
28.082	11
28.083	14
28.084	10
28.085	11
28.086	10
28.088	13
28.089	11
28.090	12
28.091	10
28.092	5
28.094	6
28.095	5
28.096	10
28.097	5
28.098	8
28.099	5
28.101	11
28.102	7
28.103	12
28.104	9
28.105	12
28.107	8
28.108	14
28.109	8
28.110	6
28.111	6
28.112	2
28.114	9
28.115	9
28.116	12
28.117	4
28.118	0
28.120	1
28.121	7
28.122	2
28.123	0
28.124	10
28.125	7
28.127	11
28.128	12
28.129	6
28.130	6
28.131	8
28.133	8
28.134	3
28.135	4
28.136	10
28.137	7
28.138	9
28.140	7
28.141	4
28.142	7
28.143	4
28.144	7
28.146	4
28.147	13
28.148	12
28.149	5
28.150	7
28.151	9
28.153	9
28.154	10
28.155	9
28.156	5
28.157	10
28.159	11
28.160	7
28.161	10
28.162	10
28.163	10
28.164	9
28.166	12
28.167	10
28.168	11
28.169	6
28.170	12
28.172	11
28.173	1
28.174	7
28.175	8
28.176	6
28.177	10
28.179	10
28.180	10
28.181	8
28.182	6
28.183	7
28.185	10
28.186	8
28.187	7
28.188	5
28.189	5
28.190	10
28.192	9
28.193	8
28.194	7
28.195	6
28.196	4
28.198	5
28.199	9
28.200	7
28.201	13
28.202	9
28.203	14
28.205	15
28.206	11
28.207	13
28.208	14
28.209	3
28.211	9
28.212	11
28.213	9
28.214	10
28.215	6
28.216	9
28.218	6
28.219	9
28.220	13
28.221	3
28.222	9
28.224	11
28.225	9
28.226	10
28.227	10
28.228	8
28.229	1
28.231	4
28.232	9
28.233	11
28.234	8
28.235	13
28.236	7
28.238	4
28.239	4
28.240	4
28.241	11
28.242	10
28.244	8
28.245	7
28.246	11
28.247	11
28.248	6
28.249	10
28.251	11
28.252	7
28.253	10
28.254	11
28.255	7
28.257	8
28.258	10
28.259	10
28.260	6
28.261	10
28.262	11
28.264	10
28.265	10
28.266	14
28.267	6
28.268	10
28.270	12
28.271	5
28.272	3
28.273	10
28.274	12
28.275	9
28.277	6
28.278	10
28.279	9
28.280	7
28.281	8
28.283	11
28.284	9
28.285	10
28.286	9
28.287	9
28.288	4
28.290	9
28.291	8
28.292	11
28.293	8
28.294	11
28.296	10
28.297	4
28.298	7
28.299	5
28.300	5
28.301	5
28.303	11
28.304	7
28.305	12
28.306	7
28.307	1
28.309	6
28.310	14
28.311	11
28.312	9
28.313	8
28.314	11
28.316	8
28.317	5
28.318	4
28.319	3
28.320	8
28.322	8
28.323	9
28.324	7
28.325	11
28.326	10
28.327	13
28.329	9
28.330	7
28.331	11
28.332	11
28.333	9
28.335	5
28.336	9
28.337	11
28.338	11
28.339	13
28.340	10
28.342	8
28.343	3
28.344	11
28.345	9
28.346	11
28.348	8
28.349	10
28.350	12
28.351	9
28.352	9
28.353	11
28.355	11
28.356	9
28.357	10
28.358	9
28.359	2
28.361	8
28.362	7
28.363	9
28.364	10
28.365	10
28.366	5
28.368	9
28.369	13
28.370	12
28.371	8
28.372	11
28.374	8
28.375	8
28.376	8
28.377	10
28.378	11
28.379	7
28.381	8
28.382	9
28.383	12
28.384	0
28.385	9
28.386	10
28.388	8
28.389	8
28.390	8
28.391	6
28.392	11
28.394	0
28.395	0
28.396	7
28.397	9
28.398	8
28.399	11
28.401	14
28.402	10
28.403	10
28.404	0
28.405	1
28.407	9
28.408	8
28.409	10
28.410	8
28.411	5
28.412	11
28.414	9
28.415	7
28.416	9
28.417	8
28.418	9
28.420	7
28.421	10
28.422	7
28.423	6
28.424	9
28.425	8
28.427	11
28.428	8
28.429	3
28.430	8
28.431	9
28.433	6
28.434	11
28.435	9
28.436	7
28.437	10
28.438	11
28.440	8
28.441	11
28.442	12
28.443	11
28.444	12
28.446	10
28.447	12
28.448	14
28.449	5
28.450	11
28.451	10
28.453	7
28.454	11
28.455	10
28.456	13
28.457	14
28.459	13
28.460	12
28.461	9
28.462	10
28.463	11
28.464	11
28.466	9
28.467	10
28.468	9
28.469	4
28.470	14
28.472	12
28.473	12
28.474	12
28.475	11
28.476	14
28.477	9
28.479	9
28.480	11
28.481	10
28.482	7
28.483	11
28.485	0
28.486	7
28.487	7
28.488	8
28.489	6
28.490	4
28.492	8
28.493	11
28.494	7
28.495	7
28.496	10
28.498	8
28.499	7
28.500	8
28.503	13
28.507	9
28.510	11
28.514	10
28.517	13
28.521	6
28.524	13
28.528	13
28.531	12
28.535	7
28.538	12
28.542	8
28.545	8
28.549	4
28.552	5
28.556	12
28.559	6
28.563	7
28.566	7
28.570	12
28.573	10
28.577	11
28.580	12
28.584	13
28.587	10
28.591	10
28.594	14
28.598	12
28.601	14
28.605	13
28.608	4
28.612	5
28.615	9
28.619	12
28.622	8
28.626	10
28.629	12
28.633	12
28.636	13
28.640	15
28.643	12
28.647	12
28.650	8
28.654	13
28.657	15
28.661	14
28.664	5
28.668	7
28.671	11
28.675	11
28.678	13
28.682	12
28.685	8
28.689	13
28.692	15
28.696	6
28.699	12
28.703	13
28.706	13
28.710	13
28.713	14
28.717	12
28.720	12
28.724	12
28.727	10
28.731	3
28.734	9
28.738	10
28.741	11
28.745	7
28.748	10
28.752	5
28.755	10
28.758	9
28.762	11
28.765	11
28.769	10
28.772	8
28.776	10
28.779	8
28.783	11
28.786	12
28.790	13
28.793	10
28.797	12
28.800	14
28.804	12
28.807	14
28.811	14
28.814	9
28.818	12
28.821	10
28.825	12
28.828	9
28.832	13
28.835	1
28.839	14
28.842	11
28.846	8
28.849	8
28.853	9
28.856	9
28.860	13
28.863	14
28.867	10
28.870	11
28.874	13
28.877	11
28.881	13
28.884	12
28.888	13
28.891	13
28.895	13
28.898	11
28.902	6
28.905	11
28.909	11
28.912	9
28.916	8
28.919	10
28.923	8
28.926	12
28.930	9
28.933	8
28.937	8
28.940	10
28.944	12
28.947	11
28.951	10
28.954	11
28.958	10
28.961	11
28.965	10
28.968	11
28.972	7
28.975	11
28.979	11
28.982	9
28.986	8
28.989	11
28.993	10
28.996	6
29.000	10
29.003	7
29.007	11
29.010	9
29.014	10
29.017	10
29.021	10
29.024	9
29.028	11
29.031	11
29.035	12
29.038	10
29.042	12
29.045	9
29.049	9
29.052	9
29.056	8
29.059	5
29.063	13
29.066	8
29.070	7
29.073	7
29.077	11
29.080	15
29.084	12
29.087	12
29.091	11
29.094	10
29.098	10
29.101	13
29.105	13
29.108	10
29.112	15
29.115	9
29.119	6
29.122	11
29.126	1
29.129	12
29.133	3
29.136	0
29.140	3
29.143	10
29.147	13
29.150	11
29.154	12
29.157	5
29.161	10
29.164	10
29.168	12
29.171	9
29.175	11
29.178	5
29.182	0
29.185	13
29.189	11
29.192	12
29.196	9
29.199	9
29.203	9
29.206	10
29.210	11
29.213	7
29.217	7
29.220	11
29.224	11
29.227	6
29.231	9
29.234	2
29.238	5
29.241	10
29.245	12
29.248	11
29.252	10
29.255	11
29.259	9
29.262	8
29.266	12
29.269	7
29.273	13
29.276	7
29.280	9
29.283	10
29.287	11
29.290	10
29.294	6
29.297	12
29.301	10
29.304	11
29.308	11
29.311	10
29.315	12
29.318	11
29.322	11
29.325	10
29.329	11
29.332	11
29.336	4
29.339	10
29.343	12
29.346	11
29.350	14
29.353	13
29.357	11
29.360	11
29.364	13
29.367	12
29.371	9
29.374	6
29.378	8
29.381	11
29.385	10
29.388	13
29.392	14
29.395	8
29.399	11
29.402	10
29.406	8
29.409	15
29.413	12
29.416	13
29.420	13
29.423	12
29.427	13
29.430	9
29.434	10
29.437	10
29.441	13
29.444	10
29.448	10
29.451	10
29.455	7
29.458	10
29.462	9
29.465	11
29.469	11
29.472	12
29.476	11
29.479	10
29.483	11
29.486	9
29.490	8
29.493	9
29.497	11
29.500	10
29.504	10
29.507	9
29.511	7
29.514	12
29.518	11
29.521	12
29.525	11
29.528	11
29.532	12
29.535	12
29.539	13
29.542	11
29.546	10
29.549	11
29.553	8
29.556	13
29.560	14
29.563	13
29.567	4
29.570	8
29.574	7
29.577	6
29.581	12
29.584	10
29.588	11
29.591	8
29.595	0
29.598	10
29.602	10
29.605	11
29.608	11
29.612	11
29.615	10
29.619	9
29.622	10
29.626	13
29.629	10
29.633	14
29.636	12
29.640	10
29.643	11
29.647	11
29.650	11
29.654	11
29.657	8
29.661	10
29.664	11
29.668	11
29.671	9
29.675	11
29.678	8
29.682	0
29.685	4
29.689	9
29.692	10
29.696	12
29.699	13
29.703	13
29.706	11
29.710	12
29.713	12
29.717	13
29.720	14
29.724	13
29.727	13
29.731	12
29.734	11
29.738	14
29.741	12
29.745	12
29.748	10
29.752	11
29.755	8
29.759	11
29.762	11
29.766	2
29.769	11
29.773	8
29.776	11
29.780	9
29.783	10
29.787	8
29.790	8
29.794	12
29.797	7
29.801	9
29.804	10
29.808	10
29.811	5
29.815	7
29.818	10
29.822	10
29.825	11
29.829	9
29.832	15
29.836	10
29.839	13
29.843	14
29.846	13
29.850	12
29.853	11
29.857	12
29.860	11
29.864	9
29.867	9
29.871	10
29.874	11
29.878	10
29.881	11
29.885	9
29.888	10
29.892	11
29.895	8
29.899	9
29.902	11
29.906	13
29.909	10
29.913	8
29.916	12
29.920	11
29.923	11
29.927	11
29.930	9
29.934	12
29.937	12
29.941	11
29.944	10
29.948	8
29.951	11
29.955	12
29.958	10
29.962	12
29.965	9
29.969	11
29.972	11
29.976	11
29.979	11
29.983	8
29.986	10
29.990	12
29.993	12
29.997	11
30.000	10
30.004	11
30.007	10
30.011	10
30.014	11
30.018	5
30.021	8
30.025	10
30.028	11
30.032	12
30.035	9
30.039	10
30.042	10
30.046	9
30.049	8
30.053	11
30.056	6
30.060	8
30.063	10
30.067	11
30.070	10
30.074	11
30.077	10
30.081	11
30.084	11
30.088	11
30.091	12
30.095	9
30.098	9
30.102	11
30.105	7
30.109	7
30.112	11
30.116	11
30.119	10
30.123	9
30.126	9
30.130	7
30.133	12
30.137	4
30.140	10
30.144	9
30.147	10
30.151	12
30.154	11
30.158	9
30.161	13
30.165	8
30.168	9
30.172	4
30.175	11
30.179	11
30.182	13
30.186	8
30.189	10
30.193	8
30.196	8
30.200	6
30.207	0
30.215	0
30.223	2
30.231	4
30.239	7
30.247	1
30.255	2
30.264	11
30.272	7
30.280	10
30.288	2
30.296	6
30.304	7
30.312	12
30.320	12
30.328	11
30.336	12
30.344	12
30.352	12
30.360	11
30.368	11
30.376	10
30.384	12
30.392	12
30.400	11
30.408	12
30.416	12
30.424	11
30.432	11
30.440	1
30.448	0
30.456	0
30.464	0
30.473	0
30.481	12
30.489	5
30.497	6
30.505	8
30.513	7
30.521	9
30.529	10
30.537	8
30.545	3
30.553	6
30.561	6
30.569	10
30.577	9
30.585	8
30.593	14
30.601	9
30.609	9
30.617	11
30.625	10
30.633	10
30.641	12
30.649	11
30.657	11
30.665	11
30.674	14
30.682	10
30.690	6
30.698	10
30.706	10
30.714	10
30.722	12
30.730	5
30.738	7
30.746	4
30.754	4
30.762	4
30.770	8
30.778	7
30.786	10
30.794	10
30.802	11
30.810	6
30.818	12
30.826	11
30.834	12
30.842	11
30.850	10
30.858	7
30.866	12
30.874	8
30.883	9
30.891	6
30.899	6
30.907	10
30.915	10
30.923	10
30.931	11
30.939	11
30.947	12
30.955	11
30.963	14
30.971	9
30.979	10
30.987	10
30.995	11
31.003	13
31.011	9
31.019	9
31.027	9
31.035	10
31.043	4
31.051	7
31.059	7
31.067	8
31.075	5
31.084	8
31.092	6
31.100	3
31.108	3
31.116	7
31.124	9
31.132	6
31.140	9
31.148	3
31.156	2
31.164	10
31.172	9
31.180	11
31.188	10
31.196	11
31.204	13
31.212	11
